名称,郵便番号,所在地,TEL,学校種別,BCODE,SCODE,HCODE,EDIT_DAT,x,y
伊勢崎市立あずま南小学校,379-2235,伊勢崎市三室町4290,0270-62-0132,,公立小学校,公立小学校,公立小学校,2015/10/,139.2435221,36.3289491
伊勢崎市立あずま北小学校,379-2221,伊勢崎市国定町2-1627,0270-63-1333,,公立小学校,公立小学校,公立小学校,2015/10/,139.2456878,36.35997702
伊勢崎市立境采女小学校,370-0103,伊勢崎市境下淵名2020,0270-76-0010,,公立小学校,公立小学校,公立小学校,2015/10/,139.238255,36.29929866
桐生市立南小学校,376-0006,桐生市新宿2-7-1,0277-44-2435,,公立小学校,公立小学校,公立小学校,2015/10/,139.339007,36.39979091
桐生市立境野小学校,376-0002,桐生市境野町6-1616-1,0277-45-2648,,公立小学校,公立小学校,公立小学校,2015/10/,139.3533693,36.38438888
桐生市立広沢小学校,376-0013,桐生市広沢町4-2044-2,0277-52-2028,,公立小学校,公立小学校,公立小学校,2015/10/,139.3382086,36.38101517
桐生市立桜木小学校,376-0011,桐生市相生町1-383,0277-53-1400,,公立小学校,公立小学校,公立小学校,2015/10/,139.3189601,36.39922179
桐生市立天沼小学校,376-0011,桐生市相生町5-713-1,0277-52-5600,,公立小学校,公立小学校,公立小学校,2015/10/,139.2955871,36.40806414
桐生市立神明小学校,376-0013,桐生市広沢町2-3242-1,0277-53-1101,,公立小学校,公立小学校,公立小学校,2015/10/,139.3210213,36.38920733
太田市立太田小学校,373-0057,太田市本町31-1,0276-22-3300,,公立小学校,公立小学校,公立小学校,2015/10/,139.3732468,36.29847631
太田市立九合小学校,373-0817,太田市飯塚町1534,0276-45-3301,,公立小学校,公立小学校,公立小学校,2015/10/,139.3843635,36.28243553
太田市立鳥之郷小学校,373-0008,太田市鶴生田町83-2,0276-22-3303,,公立小学校,公立小学校,公立小学校,2015/10/,139.3580238,36.31303268
太田市立太田東小学校,373-0026,太田市東本町53-30,0276-22-3304,,公立小学校,公立小学校,公立小学校,2015/10/,139.380411,36.30189157
太田市立強戸小学校,373-0051,太田市天良町858-2,0276-37-0429,,公立小学校,公立小学校,公立小学校,2015/10/,139.3381659,36.33319894
太田市立宝泉小学校,373-0036,太田市由良町1738-1,0276-31-2442,,公立小学校,公立小学校,公立小学校,2015/10/,139.3359205,36.28896286
太田市立毛里田小学校,373-0011,太田市只上町970-1,0276-37-1154,,公立小学校,公立小学校,公立小学校,2015/10/,139.3899241,36.33796376
太田市立中央小学校,373-0851,太田市飯田町1166,0276-45-8920,,公立小学校,公立小学校,公立小学校,2015/10/,139.3814734,36.29089414
太田市立宝泉東小学校,373-0035,太田市藤久良町1,0276-31-2422,,公立小学校,公立小学校,公立小学校,2015/10/,139.3529114,36.29326475
太田市立韮川西小学校,373-0811,太田市安良岡町51,0276-25-5946,,公立小学校,公立小学校,公立小学校,2015/10/,139.3949881,36.30659701
太田市立城西小学校,373-0032,太田市新野町127,0276-31-5610,,公立小学校,公立小学校,公立小学校,2015/10/,139.3477864,36.30909641
太田市立木崎小学校,370-0321,太田市新田木崎町1121,0276-56-0024,,公立小学校,公立小学校,公立小学校,2015/10/,139.3044242,36.2812907
太田市立生品小学校,370-0312,太田市新田村田町1365,0276-57-1054,,公立小学校,公立小学校,公立小学校,2015/10/,139.3138504,36.3154417
太田市立綿打小学校,370-0346,太田市新田上田中町795-3,0276-57-1067,,公立小学校,公立小学校,公立小学校,2015/10/,139.2785232,36.30856002
太田市立藪塚本町小学校,379-2301,太田市藪塚町1741,0277-78-2433,,公立小学校,公立小学校,公立小学校,2015/10/,139.2984482,36.35911071
太田市立藪塚本町南小学校,379-2304,太田市大原町2201-1,0277-78-6088,,公立小学校,公立小学校,公立小学校,2015/10/,139.2821379,36.34412608
みどり市立笠懸東小学校,379-2311,みどり市笠懸町阿左美1010,0277-76-6167,,公立小学校,公立小学校,公立小学校,2015/10/,139.3082217,36.38482495
みどり市立笠懸小学校,379-2313,みどり市笠懸町鹿346,0277-76-2100,,公立小学校,公立小学校,公立小学校,2015/10/,139.2809072,36.39296891
みどり市立笠懸北小学校,379-2311,みどり市笠懸町阿左美3730,0277-76-6833,,公立小学校,公立小学校,公立小学校,2015/10/,139.2908762,36.40496718
太田市立韮川小学校,373-0801,太田市台之郷町999,0276-45-3302,,公立小学校,公立小学校,公立小学校,2015/10/,139.402964,36.30423182
太田市立休泊小学校,373-0806,太田市龍舞町3816-3,0276-45-5841,,公立小学校,公立小学校,公立小学校,2015/10/,139.4161581,36.28368469
太田市立駒形小学校,373-0014,太田市植木野町7,0276-46-9421,,公立小学校,公立小学校,公立小学校,2015/10/,139.4145097,36.31436395
長野原町立応桑小学校,377-1411,長野原町大字応桑20-2,0279-85-2002,,公立小学校,公立小学校,公立小学校,2015/10/,138.5959441,36.51111278
長野原町立北軽井沢小学校,377-1412,長野原町大字北軽井沢1924,0279-84-3010,,公立小学校,公立小学校,公立小学校,2015/10/,138.59349,36.46182177
東吾妻町立坂上小学校,377-0933,東吾妻町本宿401-1,0279-69-2005,,公立小学校,公立小学校,公立小学校,2015/10/,138.7525945,36.50979528
前橋市立総社小学校,371-0852,前橋市総社町総社1625,027-251-6662,,公立小学校,公立小学校,公立小学校,2015/10/,139.0379205,36.4091454
前橋市立勝山小学校,371-0851,前橋市総社町植野123,027-253-2456,,公立小学校,公立小学校,公立小学校,2015/10/,139.0416865,36.41431534
前橋市立桃川小学校,371-0044,前橋市荒牧町1-46-11,027-231-1779,,公立小学校,公立小学校,公立小学校,2015/10/,139.054948,36.43051867
前橋市立荒牧小学校,371-0044,前橋市荒牧町4-9-2,027-233-3080,,公立小学校,公立小学校,公立小学校,2015/10/,139.047989,36.4282
前橋市立清里小学校,370-3573,前橋市青梨子町446,027-251-9006,,公立小学校,公立小学校,公立小学校,2015/10/,139.0122685,36.41729784
渋川市立渋川北小学校,377-0008,渋川市渋川681-2,0279-22-2544,,公立小学校,公立小学校,公立小学校,2015/10/,139.0005653,36.50053985
渋川市立渋川南小学校,377-0008,渋川市渋川2573-1,0279-23-0373,,公立小学校,公立小学校,公立小学校,2015/10/,138.9984869,36.49417697
渋川市立金島小学校,377-0027,渋川市金井2310,0279-22-2543,,公立小学校,公立小学校,公立小学校,2015/10/,138.9808525,36.51991299
渋川市立古巻小学校,377-0003,渋川市八木原852,0279-22-2542,,公立小学校,公立小学校,公立小学校,2015/10/,139.013071,36.46456159
渋川市立豊秋小学校,377-0007,渋川市石原1001,0279-22-2541,,公立小学校,公立小学校,公立小学校,2015/10/,139.0006091,36.48536537
渋川市立渋川西小学校,377-0027,渋川市金井2817,0279-24-2876,,公立小学校,公立小学校,公立小学校,2015/10/,138.9867275,36.50407312
渋川市立橘北小学校,377-0064,渋川市北橘町八崎995,0279-23-3001,,公立小学校,公立小学校,公立小学校,2015/10/,139.0228779,36.4897964
前橋市立原小学校,371-0116,前橋市富士見町原之郷1933-1,027-288-2022,,公立小学校,公立小学校,公立小学校,2015/10/,139.066243,36.4463754
榛東村立北小学校,370-3502,榛東村山子田1261,0279-54-3216,,公立小学校,公立小学校,公立小学校,2015/10/,138.9806845,36.44173495
榛東村立南小学校,370-3504,榛東村広馬場1142,0279-54-5727,,公立小学校,公立小学校,公立小学校,2015/10/,138.9753261,36.42684274
吉岡町立明治小学校,370-3605,吉岡町北下433,0279-54-2105,,公立小学校,公立小学校,公立小学校,2015/10/,138.999564,36.44645609
吉岡町立駒寄小学校,370-3601,吉岡町漆原1016,0279-54-2300,,公立小学校,公立小学校,公立小学校,2015/10/,139.0250185,36.43899677
渋川市立橘小学校,377-0062,渋川市北橘町真壁524,0279-52-3004,,公立小学校,公立小学校,公立小学校,2015/10/,139.0433709,36.48018184
渋川市立三原田小学校,379-1125,渋川市赤城町上三原田851-1,0279-56-2320,,公立小学校,公立小学校,公立小学校,2015/10/,139.0453708,36.51014614
渋川市立刀川小学校,379-1123,渋川市赤城町見立299,0279-56-2200,,公立小学校,公立小学校,公立小学校,2015/10/,139.0335807,36.51748369
渋川市立中郷小学校,377-0202,渋川市中郷2626,0279-53-3516,,公立小学校,公立小学校,公立小学校,2015/10/,139.01088,36.53393234
渋川市立長尾小学校,377-0205,渋川市北牧85,0279-53-3607,,公立小学校,公立小学校,公立小学校,2015/10/,138.9979482,36.52412557
渋川市立伊香保小学校,377-0102,渋川市伊香保町伊香保322-1,0279-72-2032,,公立小学校,公立小学校,公立小学校,2015/10/,138.9246183,36.50433754
前橋市立芳賀小学校,371-0124,前橋市勝沢町719,027-269-5826,,公立小学校,公立小学校,公立小学校,2015/10/,139.1052976,36.42338199
前橋市立細井小学校,371-0054,前橋市下細井町67-1,027-231-1780,,公立小学校,公立小学校,公立小学校,2015/10/,139.0753341,36.41597539
前橋市立大胡小学校,371-0231,前橋市堀越町1161,027-283-2064,,公立小学校,公立小学校,公立小学校,2015/10/,139.1566009,36.41714504
前橋市立滝窪小学校,371-0235,前橋市滝窪町185-1,027-283-2056,,公立小学校,公立小学校,公立小学校,2015/10/,139.1381343,36.43562363
前橋市立大胡東小学校,371-0224,前橋市河原浜町870-1,027-280-2332,,公立小学校,公立小学校,公立小学校,2015/10/,139.1659852,36.41966711
前橋市立宮城小学校,371-0244,前橋市鼻毛石町1507-1,027-283-2327,,公立小学校,公立小学校,公立小学校,2015/10/,139.1782683,36.43917446
前橋市立粕川小学校,371-0214,前橋市粕川町女渕521-2,027-285-2004,,公立小学校,公立小学校,公立小学校,2015/10/,139.2091962,36.41184601
前橋市立月田小学校,371-0203,前橋市粕川町月田273,027-285-2011,,公立小学校,公立小学校,公立小学校,2015/10/,139.2110559,36.43303101
前橋市立時沢小学校,371-0104,前橋市富士見町時沢3164-1,027-288-2009,,公立小学校,公立小学校,公立小学校,2015/10/,139.0929486,36.44054828
前橋市立石井小学校,371-0105,前橋市富士見町石井546-1,027-288-2615,,公立小学校,公立小学校,公立小学校,2015/10/,139.0831225,36.46786475
前橋市立白川小学校,371-0103,前橋市富士見町小暮2425-63,027-288-2624,,公立小学校,公立小学校,公立小学校,2015/10/,139.1087807,36.46841289
桐生市立新里北小学校,376-0133,桐生市新里町大久保302,0277-74-3452,,公立小学校,公立小学校,公立小学校,2015/10/,139.2331115,36.45036397
桐生市立東小学校,376-0035,桐生市仲町2-4-21,0277-45-2432,,公立小学校,公立小学校,公立小学校,2015/10/,139.3426518,36.41058795
桐生市立西小学校,376-0043,桐生市小曽根町1-9,0277-22-3171,,公立小学校,公立小学校,公立小学校,2015/10/,139.3372715,36.41474175
桐生市立北小学校,376-0054,桐生市西久方町2-1-5,0277-22-3173,,公立小学校,公立小学校,公立小学校,2015/10/,139.3413221,36.41827663
桐生市立梅田南小学校,376-0601,桐生市梅田町2-179,0277-32-1400,,公立小学校,公立小学校,公立小学校,2015/10/,139.3805104,36.4525034
桐生市立相生小学校,376-0011,桐生市相生町2-420,0277-54-4785,,公立小学校,公立小学校,公立小学校,2015/10/,139.309893,36.41358547
桐生市立菱小学校,376-0001,桐生市菱町2-1919-1,0277-44-4342,,公立小学校,公立小学校,公立小学校,2015/10/,139.3570526,36.41279557
桐生市立新里中央小学校,376-0124,桐生市新里町小林甲60,0277-74-8449,,公立小学校,公立小学校,公立小学校,2015/10/,139.2372598,36.42182931
桐生市立新里東小学校,376-0121,桐生市新里町新川2072,0277-74-3115,,公立小学校,公立小学校,公立小学校,2015/10/,139.2568438,36.42146369
桐生市立黒保根小学校,376-0141,桐生市黒保根町水沼400,0277-96-2508,,公立小学校,公立小学校,公立小学校,2015/10/,139.285091,36.50736825
みどり市立大間々南小学校,376-0101,みどり市大間々町大間々884,0277-72-1274,,公立小学校,公立小学校,公立小学校,2015/10/,139.2722348,36.4282589
みどり市立大間々北小学校,376-0102,みどり市大間々町桐原653,0277-72-1771,,公立小学校,公立小学校,公立小学校,2015/10/,139.2743509,36.44199767
みどり市立大間々東小学校,376-0101,みどり市大間々町大間々456-1,0277-73-1733,,公立小学校,公立小学校,公立小学校,2015/10/,139.28461,36.41978551
みどり市立福岡中央小学校,376-0114,みどり市大間々町浅原1500-2,0277-72-1264,,公立小学校,公立小学校,公立小学校,2015/10/,139.2913972,36.46001355
みどり市立あずま小学校,379-0304,みどり市東町神戸10,0277-97-3800,,公立小学校,公立小学校,公立小学校,2015/10/,139.3516294,36.53859387
桐生市立川内小学校,376-0041,桐生市川内町3-572,0277-65-9021,,公立小学校,公立小学校,公立小学校,2015/10/,139.3050393,36.43298158
長野原町立中央小学校,377-1308,長野原町大字大津4,0279-82-2026,,公立小学校,公立小学校,公立小学校,2015/10/,138.626556,36.55423337
長野原町立第一小学校,377-1309,長野原町大字林1394-5,0279-82-2145,,公立小学校,公立小学校,公立小学校,2015/10/,138.6803681,36.54756039
草津町立草津小学校,377-1711,草津町大字草津3-1,0279-88-2156,,公立小学校,公立小学校,公立小学校,2015/10/,138.5906186,36.61696373
中之条町立六合小学校,377-1704,中之条町大字小雨599-1,0279-95-3571,,公立小学校,公立小学校,公立小学校,2015/10/,138.6270482,36.59712921
中之条町立中之条小学校,377-0423,中之条町大字伊勢町1035-1,0279-75-2130,,公立小学校,公立小学校,公立小学校,2015/10/,138.8515646,36.58914359
東吾妻町立太田小学校,377-0805,東吾妻町植栗1104,0279-68-2389,,公立小学校,公立小学校,公立小学校,2015/10/,138.8638919,36.57484474
東吾妻町立原町小学校,377-0801,東吾妻町原町5228,0279-68-2016,,公立小学校,公立小学校,公立小学校,2015/10/,138.8272028,36.57722693
東吾妻町立岩島小学校,377-0815,東吾妻町岩下46,0279-67-2039,,公立小学校,公立小学校,公立小学校,2015/10/,138.7716056,36.55462168
高山村立高山小学校,377-0702,高山村大字中山2795,0279-63-2001,,公立小学校,公立小学校,公立小学校,2015/10/,138.9467144,36.62175485
沼田市立沼田小学校,378-0042,沼田市西倉内町746,0278-22-2063,,公立小学校,公立小学校,公立小学校,2015/10/,139.0429085,36.64699465
沼田市立沼田東小学校,378-0053,沼田市東原新町1801-1,0278-23-1118,,公立小学校,公立小学校,公立小学校,2015/10/,139.0623414,36.6502264
沼田市立沼田北小学校,378-0056,沼田市高橋場町4898,0278-24-4123,,公立小学校,公立小学校,公立小学校,2015/10/,139.0644236,36.65683241
沼田市立升形小学校,378-0014,沼田市栄町141,0278-22-3107,,公立小学校,公立小学校,公立小学校,2015/10/,139.0484116,36.63311701
沼田市立薄根小学校,378-0064,沼田市善桂寺町32,0278-22-2891,,公立小学校,公立小学校,公立小学校,2015/10/,139.0368337,36.6622802
沼田市立川田小学校,378-0024,沼田市下川田町540,0278-22-3056,,公立小学校,公立小学校,公立小学校,2015/10/,139.033088,36.62996453
昭和村立南小学校,379-1205,昭和村川額123,0278-24-6002,,公立小学校,公立小学校,公立小学校,2015/10/,139.0467918,36.61574732
渋川市立津久田小学校,379-1103,渋川市赤城町津久田1905,0279-56-2004,,公立小学校,公立小学校,公立小学校,2015/10/,139.0447421,36.54754896
渋川市立南雲小学校,379-1102,渋川市赤城町長井小川田1435,0279-56-2911,,公立小学校,公立小学校,公立小学校,2015/10/,139.0688062,36.56335209
渋川市立小野上小学校,377-0311,渋川市村上3767-1,0279-59-2031,,公立小学校,公立小学校,公立小学校,2015/10/,138.9395723,36.54852729
東吾妻町立東小学校,377-0301,東吾妻町箱島1596-1,0279-59-3014,,公立小学校,公立小学校,公立小学校,2015/10/,138.921159,36.54585013
沼田市立利南東小学校,378-0003,沼田市上久屋町2135,0278-22-3006,,公立小学校,公立小学校,公立小学校,2015/10/,139.0890128,36.65741312
沼田市立白沢小学校,378-0121,沼田市白沢町高平94-1,0278-53-2151,,公立小学校,公立小学校,公立小学校,2015/10/,139.1350021,36.66362566
沼田市立多那小学校,378-0317,沼田市利根町多那732,0278-53-2919,,公立小学校,公立小学校,公立小学校,2015/10/,139.1461995,36.63801922
昭和村立東小学校,379-1203,昭和村糸井1287,0278-22-2516,,公立小学校,公立小学校,公立小学校,2015/10/,139.0757467,36.64375937
昭和村立大河原小学校,379-1203,昭和村糸井5455-354,0278-24-7166,,公立小学校,公立小学校,公立小学校,2015/10/,139.1148088,36.61978866
沼田市立池田小学校,378-0073,沼田市発知新田町533,0278-23-9320,,公立小学校,公立小学校,公立小学校,2015/10/,139.0633742,36.69631208
みなかみ町立古馬牧小学校,379-1305,みなかみ町後閑1064,0278-62-2414,,公立小学校,公立小学校,公立小学校,2015/10/,139.0000478,36.68312611
みなかみ町立桃野小学校,379-1313,みなかみ町月夜野583,0278-62-2416,,公立小学校,公立小学校,公立小学校,2015/10/,138.9870559,36.68460634
みなかみ町立月夜野北小学校,379-1303,みなかみ町上牧880,0278-72-3352,,公立小学校,公立小学校,公立小学校,2015/10/,138.9811957,36.72848469
みなかみ町立水上小学校,379-1617,みなかみ町湯原968,0278-72-2054,,公立小学校,公立小学校,公立小学校,2015/10/,138.9684214,36.76680008
みなかみ町立新治小学校,379-1411,みなかみ町新巻208,0278-64-0023,,公立小学校,公立小学校,公立小学校,2015/10/,138.9353897,36.6841034
沼田市立利根東小学校,378-0303,沼田市利根町追貝93,0278-56-3016,,公立小学校,公立小学校,公立小学校,2015/10/,139.209007,36.70012138
沼田市立平川小学校,378-0301,沼田市利根町平川839,0278-56-2009,,公立小学校,公立小学校,公立小学校,2015/10/,139.2225642,36.72236835
沼田市立利根西小学校,378-0323,沼田市利根町大原1025,0278-56-2267,,公立小学校,公立小学校,公立小学校,2015/10/,139.200992,36.67561571
片品村立片品小学校,378-0412,片品村大字土出1957,0278-58-7303,,公立小学校,公立小学校,公立小学校,2015/10/,139.2269155,36.77254517
片品村立片品南小学校,378-0408,片品村大字花咲2118,0278-58-3521,,公立小学校,公立小学校,公立小学校,2015/10/,139.1897142,36.75165289
片品村立武尊根小学校,378-0406,片品村大字摺渕307,0278-58-2043,,公立小学校,公立小学校,公立小学校,2015/10/,139.218979,36.73688745
川場村立川場小学校,378-0101,川場村大字谷地2402,0278-52-2012,,公立小学校,公立小学校,公立小学校,2015/10/,139.1062947,36.69565084
みなかみ町立藤原小学校,379-1721,みなかみ町藤原3491,0278-75-2102,,公立小学校,公立小学校,公立小学校,2015/10/,139.0605743,36.83730493
高崎市立京ケ島小学校,370-0011,高崎市京目町44-1,027-352-2925,,公立小学校,公立小学校,公立小学校,2015/10/,139.0643718,36.3404658
高崎市立倉渕小学校,370-3401,高崎市倉渕町権田314-1,027-378-3218,,公立小学校,公立小学校,公立小学校,2015/10/,138.7727076,36.44695194
前橋市立東小学校,371-0837,前橋市箱田町1452-1,027-251-6421,,公立小学校,公立小学校,公立小学校,2015/10/,139.0525945,36.36583585
嬬恋村立西部小学校,377-1612,嬬恋村大字大前805-1,0279-96-0013,,公立小学校,公立小学校,公立小学校,2015/10/,138.5151881,36.51189536
嬬恋村立東部小学校,377-1526,嬬恋村大字三原679-3,0279-97-3026,,公立小学校,公立小学校,公立小学校,2015/10/,138.5521848,36.53629784
前橋市立荒牧小学校みやま分校,371-0046,前橋市川原町826,027-231-4700,,公立小学校,公立小学校,公立小学校,2015/10/,139.0380964,36.43288838
前橋市立滝窪小学校金丸分校,371-0234,前橋市東金丸町136-1,027-283-4420,,公立小学校,公立小学校,公立小学校,2015/10/,139.1332366,36.46602952
